# group: lifestate_va1_AlertDialog.dismiss
# user: ubuntu
# timestamp: 1499392163
# time: 2017-07-07 01:49:23
# solver_name: solver@lifestate_va1_AlertDialog.dismiss
# solver_executable: /home/ubuntu/Documents/source/callback-verification/benchtools_setup/scripts/verify.sh
# solver_parameters: /home/s/Documents/source/callback-verification;/home/ubuntu/Documents/source/callback-verification/cbverifier/android_specs/enabledisable/android.app.Fragment/DialogFragment_lifecycle.spec:/home/ubuntu/Documents/source/callback-verification/cbverifier/android_specs/enabledisable/android.view.View/view_REGEX.spec:/home/ubuntu/Documents/source/callback-verification/cbverifier/android_specs/enabledisable/android.os.CountdownTimer/countdowntimer.spec:/home/ubuntu/Documents/source/callback-verification/cbverifier/android_specs/enabledisable/android.app.Fragment/Fragment.spec:/home/ubuntu/Documents/source/callback-verification/cbverifier/android_specs/enabledisable/android.view.View/onClick_listener_setenabled.spec:/home/ubuntu/Documents/source/callback-verification/cbverifier/android_specs/enabledisable/android.os.AsyncTask/AsyncTask.spec:/home/ubuntu/Documents/source/callback-verification/cbverifier/android_specs/enabledisable/android.app.Activity/activity_lifestate.spec:/home/ubuntu/Documents/source/callback-verification/cbverifier/android_specs/subexpr/android.app.AlertDialog/dialog.spec:/home/ubuntu/Documents/source/callback-verification/cbverifier/android_specs/enabledisable/android.app.AlertDialog/DialogInterfaces_OnClickListener.spec:/home/ubuntu/Documents/source/callback-verification/cbverifier/android_specs/subexpr/android.widget.PopupMenu/popupmenu.spec:/home/ubuntu/Documents/source/callback-verification/cbverifier/android_specs/enabledisable/android.widget.PopupMenu/PopupMenu.spec:/home/ubuntu/Documents/source/callback-verification/cbverifier/android_specs/subexpr/android.widget.Toolbar/toolbar.spec:/home/ubuntu/Documents/source/callback-verification/cbverifier/android_specs/enabledisable/android.widget.Toolbar/onMenuItemClick.spec:/home/ubuntu/Documents/source/callback-verification/cbverifier/android_specs/allowdisallow/android.app.AlertDialog/dismiss.spec:/home/ubuntu/Documents/source/callback-verification/cbverifier/android_specs/subexpr/android.app.Activity/activity_callbacks.spec:/home/ubuntu/Documents/source/callback-verification/cbverifier/android_specs/subexpr/android.app.Fragment/fragment_callbacks.spec:/home/ubuntu/Documents/source/callback-verification/cbverifier/android_specs/subexpr/android.app.Activity/activity_aux.spec
# basedir: /
# time_limit: 14400
# mem_limit: 10000000
# tempdir: 
# num_cores: 4
/home/ubuntu/Documents/data/apps_man_corp/com.moonpi.swiftnotes/9/traces/manual2.trace.repaired result Safe time 1361.48 steps ? 
/home/ubuntu/Documents/data/apps_man_corp/com.moonpi.swiftnotes/9/traces/manual27.trace.repaired result Safe time 390.77 steps ? 
/home/ubuntu/Documents/data/apps_man_corp/com.moonpi.swiftnotes/9/traces/manual28.trace.repaired result Safe time 753.29 steps ? 
/home/ubuntu/Documents/data/apps_man_corp/com.moonpi.swiftnotes/9/traces/manual29.trace.repaired result Safe time 11354.02 steps ? 
/home/ubuntu/Documents/data/apps_man_corp/com.moonpi.swiftnotes/9/traces/manual4.trace.repaired result Safe time 93.86 steps ? 
/home/ubuntu/Documents/data/apps_man_corp/com.moonpi.swiftnotes/9/traces/manual6.trace.repaired result Safe time 2509.39 steps ? 
/home/ubuntu/Documents/data/apps_man_corp/name.boyle.chris.sgtpuzzles/115/traces/manual1.trace.repaired result Unsafe time 83.2 steps ? #Real
/home/ubuntu/Documents/data/apps_man_corp/name.boyle.chris.sgtpuzzles/115/traces/manual11.trace.repaired result Unsafe time 99.94 steps ? #Real 
/home/ubuntu/Documents/data/apps_man_corp/name.boyle.chris.sgtpuzzles/115/traces/manual12.trace.repaired result Unsafe time 105.66 steps ? #Real
/home/ubuntu/Documents/data/apps_man_corp/name.boyle.chris.sgtpuzzles/115/traces/manual19.trace.repaired result Unsafe time 117.62 steps ? #Real
/home/ubuntu/Documents/data/apps_man_corp/name.boyle.chris.sgtpuzzles/115/traces/manual2.trace.repaired result Unsafe time 95.13 steps ? #Real 
/home/ubuntu/Documents/data/apps_man_corp/name.boyle.chris.sgtpuzzles/115/traces/manual20.trace.repaired result Unsafe time 108.65 steps ? #Real
/home/ubuntu/Documents/data/apps_man_corp/name.boyle.chris.sgtpuzzles/115/traces/manual21.trace.repaired result Unsafe time 118.75 steps ? #Real
/home/ubuntu/Documents/data/apps_man_corp/name.boyle.chris.sgtpuzzles/115/traces/manual22.trace.repaired result Unsafe time 116.48 steps ? #Real
/home/ubuntu/Documents/data/apps_man_corp/name.boyle.chris.sgtpuzzles/115/traces/manual23.trace.repaired result Unsafe time 105.26 steps ? #Real
/home/ubuntu/Documents/data/apps_man_corp/name.boyle.chris.sgtpuzzles/115/traces/manual3.trace.repaired result Unsafe time 96.49 steps ? #Real
