AlertDialog.show_/home/ubuntu/Documents/data/monkey_traces/_traces/ciasaboark-Tacere-release/monkeyTraces/trace-Tacere.v2.0.1_2017-04-25_14:14:55.repaired 1 77.56 101.6
Fragment.setArguments_/home/ubuntu/Documents/data/monkey_traces/output/xiaopansky-AndroidToolbox-sample/monkeyTraces/trace_2017-03-26_09:01:10.repaired 1 38.89 47.4
AsyncTask.execute_/home/ubuntu/Documents/data/monkey_traces/output-synt/vinsol-expense-tracker-bin/monkeyTraces/trace_2017-04-11_18:58:10.repaired 1 44.01 52.81
Fragment.setArguments_/home/ubuntu/Documents/data/monkey_traces/output/gonjay-rubychina4android-app/monkeyTraces/trace_2017-03-30_09:03:23.repaired 1 40.77 49.08
AlertDialog.show_/home/ubuntu/Documents/data/monkey_traces/output/yeokm1-nus-soc-print-app/monkeyTraces/trace_2017-03-30_10:25:48.repaired 1 42.52 49.92
Fragment.setArguments_/home/ubuntu/Documents/data/monkey_traces/frag-act-last-batch/_traces/tommy351-ehreader-android-ehreader/monkeyTraces/trace-ehreader-debug-unaligned_2017-04-17_00:51:38.repaired 1 41.46 47.62
Fragment.getString_/home/ubuntu/Documents/data/monkey_traces/_traces/max-weller-friendica-for-android-EXPORT/monkeyTraces/trace-de.wikilab.andfrnd.20120611_2017-04-26_13:08:54.repaired 1 47.89 54.81
AlertDialog.show_/home/ubuntu/Documents/data/monkey_traces/output/yeokm1-nus-soc-print-app/monkeyTraces/trace_2017-03-27_01:49:09.repaired 1 41.25 49.74
AlertDialog.show_/home/ubuntu/Documents/data/monkey_traces/_traces/greenhalolabs-facebooklogin-sample/monkeyTraces/trace-sample-debug_2017-04-26_18:15:29.repaired 1 89.69 112.21
AlertDialog.show_/home/ubuntu/Documents/data/monkey_traces/other-dialog-traces-2/_traces/sh1r0-NovelDroid-app/monkeyTraces/trace-app-debug_2017-04-16_11:51:24.repaired 1 67.96 80.4
AsyncTask.execute_/home/ubuntu/Documents/data/monkey_traces/output-synt/blundell-FaceDetectionTutorial-app/monkeyTraces/trace_2017-04-12_05:13:49.repaired 1 44.42 52.63
AsyncTask.execute_/home/ubuntu/Documents/data/monkey_traces/output/blundell-FaceDetectionTutorial-app/monkeyTraces/trace_2017-04-07_19:52:40.repaired 1 44.98 51.55
Fragment.setArguments_/home/ubuntu/Documents/data/monkey_traces/_traces/briandorey-manualpickandplacecontroller-Android/monkeyTraces/trace-ItemListActivity-debug_2017-04-26_20:46:17.repaired 1 45.84 63.22
AsyncTask.execute_/home/ubuntu/Documents/data/monkey_traces/alert-dialog-traces-1/_traces/nguillaumin-osmtracker-android-app/monkeyTraces/trace-app-debug_2017-04-15_19:54:44.repaired 1 89.86 107.82
AsyncTask.execute_/home/ubuntu/Documents/data/monkey_traces/fragment-startActivity-traces-1/_traces/PingPlusPlus-pingpp-android-example_androidstudio/monkeyTraces/trace-app-debug-unaligned_2017-04-15_15:13:03.repaired 1 81.62 108.6
Fragment.getString_/home/ubuntu/Documents/data/monkey_traces/frag-act-last-batch/_traces/tommy351-ehreader-android-ehreader/monkeyTraces/trace-ehreader-debug-unaligned_2017-04-17_00:51:38.repaired 1 40.88 49.02
AsyncTask.execute_/home/ubuntu/Documents/data/monkey_traces/output/life0fun-wifi-direct-chat-bin/monkeyTraces/trace_2017-04-07_13:18:17.repaired 1 60.9 71.72
Fragment.getString_/home/ubuntu/Documents/data/monkey_traces/frag-act-last-batch/_traces/FAU-Inf2-yasme-android-yasme/monkeyTraces/trace-yasme-debug_2017-04-16_22:31:39.repaired 1 59.68 69.96
Fragment.setArguments_/home/ubuntu/Documents/data/monkey_traces/fragment-startActivity-traces-2/_traces/thwick-android-provider-join-joinexample/monkeyTraces/trace-TeamListActivity-debug_2017-04-15_23:46:38.repaired 1 49.96 55.12
Fragment.getString_/home/ubuntu/Documents/data/monkey_traces/output/47deg-translate-bubble-android-translate-bubble/monkeyTraces/trace_2017-04-05_17:11:46.repaired 1 48.9 57.22
AsyncTask.execute_/home/ubuntu/Documents/data/monkey_traces/output/nowlauncher-now-launcher-NowLauncher/monkeyTraces/trace_2017-03-30_11:49:37.repaired 1 41.45 48.2
AsyncTask.execute_/home/ubuntu/Documents/data/monkey_traces/output-synt/yangtzeu-yangtzeu-app-main/monkeyTraces/trace_2017-04-11_22:32:57.repaired 1 58.57 76.87
AlertDialog.show_/home/ubuntu/Documents/data/monkey_traces/_traces/max-weller-friendica-for-android-EXPORT/monkeyTraces/trace-de.wikilab.andfrnd.20120503_2017-04-26_13:05:01.repaired 1 45.87 53.38
AlertDialog.show_/home/ubuntu/Documents/data/monkey_traces/output-synt/yeokm1-nus-soc-print-app/monkeyTraces/trace_2017-04-11_11:09:49.repaired 1 45.07 52.01
AlertDialog.dismiss_/home/ubuntu/Documents/data/monkey_traces/_traces/SufficientlySecure-birthday-adapter-Birthday-Adapter/monkeyTraces/trace-Birthday-Adapter-full-debug_2017-04-25_17:37:29.repaired 1 172.26 201.45
AsyncTask.execute_/home/ubuntu/Documents/data/monkey_traces/frag-act-last-batch/_traces/jcmore2-ImageProcessingLib-TestImageProcessingLib/monkeyTraces/trace-TestImageProcessingLibrary_2017-04-17_07:17:44.repaired 1 45.43 51.72
